JID,Journal Name,JCR_Abbrev,Field,issn,e_issn,issn_fixed,JCR_Rank,IF,Publisher,Publisher_WoS,Policy,Year_policy,checked_last_on,Group,openalex_URL,oa_id,NLM_ISSN,URL,URL2,NLM,FLAG,Policy_location,All_Fields
107,JOURNAL OF CLINICAL IMMUNOLOGY,J CLIN IMMUNOL,IMMUNOLOGY,0271-9142,1573-2592,0271-9142,22,8.3,SPRINGER/PLENUM PUBLISHERS,SPRINGER/PLENUM PUBLISHERS,0,,,36,http://www.springer.com/biomed/immunology/journal/10875,https://openalex.org/S57504206,https://www.ncbi.nlm.nih.gov/nlmcatalog/8102137,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101632158,FALSE,,IMMUNOLOGY
108,Frontiers in Immunology,FRONT IMMUNOL,IMMUNOLOGY,1664-3224,1664-3224,1664-3224,24,7.6,FRONTIERS MEDIA SA,FRONTIERS MEDIA SA,0,,,36,http://journal.frontiersin.org/journal/immunology,https://openalex.org/S2595292759,https://www.ncbi.nlm.nih.gov/nlmcatalog/101560960,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101560960,TRUE,,IMMUNOLOGY
109,Clinical & Translational Immunology,CLIN TRANSL IMMUNOL,IMMUNOLOGY,N/A,2050-0068,2050-0068,43,6.2,WILEY,WILEY,1,2021,4/8/2025,37,https://onlinelibrary.wiley.com/journal/20500068,https://openalex.org/S4210194774,https://www.ncbi.nlm.nih.gov/nlmcatalog/101638268,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/495430,FALSE,https://onlinelibrary.wiley.com/page/journal/20500068/homepage/forauthors.html#4,IMMUNOLOGY
110,JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,IMMUNOLOGY,0896-8411,1095-9157,0896-8411,33,7.1,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0,,,37,http://www.journals.elsevier.com/journal-of-autoimmunity/,https://openalex.org/S187826688,https://www.ncbi.nlm.nih.gov/nlmcatalog/8812164,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101759413,FALSE,,IMMUNOLOGY
111,Virulence,VIRULENCE,IMMUNOLOGY,2150-5594,2150-5608,2150-5594,45,5.9,TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,0,,,37,http://www.tandfonline.com/KVIR,https://openalex.org/S2484688887,https://www.ncbi.nlm.nih.gov/nlmcatalog/101531386,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/385681,FALSE,,IMMUNOLOGY; INFECTIOUS DISEASES; MICROBIOLOGY
112,BONE MARROW TRANSPLANTATION,BONE MARROW TRANSPL,IMMUNOLOGY,0268-3369,1476-5365,0268-3369,51,5.5,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,38,https://www.nature.com/bmt/,https://openalex.org/S183182149,https://www.ncbi.nlm.nih.gov/nlmcatalog/8702459,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/383496,FALSE,https://www.nature.com/bmt/authors-and-referees/gta,HEMATOLOGY; IMMUNOLOGY; ONCOLOGY; TRANSPLANTATION
113,JOURNAL OF IMMUNOLOGY,J IMMUNOL,IMMUNOLOGY,0022-1767,1550-6606,0022-1767,52,5.4,AMER ASSOC IMMUNOLOGISTS,AMER ASSOC IMMUNOLOGISTS,0,,,38,http://www.jimmunol.org/,https://openalex.org/S38008053,https://www.ncbi.nlm.nih.gov/nlmcatalog/445987,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101723886,FALSE,,IMMUNOLOGY
114,BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION,,IMMUNOLOGY,1083-8791,1523-6536,1083-8791,49,5.7,ELSEVIER SCIENCE INC,,0,,,38,https://www.journals.elsevier.com/transplantation-and-cellular-therapy,https://openalex.org/S59987174,https://www.ncbi.nlm.nih.gov/nlmcatalog/9600628,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/265098,FALSE,,HEMATOLOGY; TRANSPLANTATION; IMMUNOLOGY
115,NATURE NEUROSCIENCE,NAT NEUROSCI,NEUROSCIENCES,1097-6256,1546-1726,1097-6256,2,24.9,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,39,http://www.nature.com/neuro/,https://openalex.org/S2298632,https://www.ncbi.nlm.nih.gov/nlmcatalog/9809671,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101290055,FALSE,https://www.nature.com/neuro/submission-guidelines/aip-and-formatting,NEUROSCIENCES
116,NEURON,NEURON,NEUROSCIENCES,0896-6273,1097-4199,0896-6273,4,17.2,CELL PRESS,CELL PRESS,0,,,39,https://www.sciencedirect.com/journal/neuron,https://openalex.org/S45757444,https://www.ncbi.nlm.nih.gov/nlmcatalog/8809320,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/133746,FALSE,,NEUROSCIENCES
117,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,NEUROSCIENCES,0001-6322,1432-0533,0001-6322,5,17.1,SPRINGER,SPRINGER,0,,,39,http://www.springer.com/medicine/pathology/journal/401,https://openalex.org/S198620474,https://www.ncbi.nlm.nih.gov/nlmcatalog/412041,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101610673,FALSE,,CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY
118,Nature Human Behaviour,NAT HUM BEHAV,NEUROSCIENCES,2397-3374,2397-3374,2397-3374,9,13.7,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,40,https://www.nature.com/nathumbehav/,https://openalex.org/S2764866340,https://www.ncbi.nlm.nih.gov/nlmcatalog/101697750,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101697750,TRUE,https://www.nature.com/nathumbehav/submission-guidelines,"MULTIDISCIPLINARY SCIENCES; NEUROSCIENCES; PSYCHOLOGY, EXPERIMENTAL"
119,MOLECULAR PSYCHIATRY,MOL PSYCHIATR,NEUROSCIENCES,1359-4184,1476-5578,1359-4184,6,16,BMC,SPRINGERNATURE,0,,,40,https://www.nature.com/mp/,https://openalex.org/S71149355,https://www.ncbi.nlm.nih.gov/nlmcatalog/9607835,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101763570,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; NEUROSCIENCES; PSYCHIATRY
120,Molecular Neurodegeneration,MOL NEURODEGENER,NEUROSCIENCES,N/A,1750-1326,1750-1326,7,14.2,BMC,BMC,0,,,40,http://www.molecularneurodegeneration.com/,https://openalex.org/S40861184,https://www.ncbi.nlm.nih.gov/nlmcatalog/101266600,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/390871,FALSE,,NEUROSCIENCES
121,npj Parkinsons Disease,NPJ PARKINSONS DIS,NEUROSCIENCES,N/A,2373-8057,2373-8057,21,8.7,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,41,http://nature.com/npj-parkinsons,https://openalex.org/S2737664142,https://www.ncbi.nlm.nih.gov/nlmcatalog/101675390,http://www.nature.com/npjparkd/,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101675390,TRUE,https://www.nature.com/npjparkd/for-authors-and-referees/submission-guidelines#general-figure,NEUROSCIENCES
122,ANNALS OF NEUROLOGY,ANN NEUROL,NEUROSCIENCES,0364-5134,1531-8249,0364-5134,18,10.4,WILEY,WILEY,0,,,41,http://www3.interscience.wiley.com/journal/76507645/home,https://openalex.org/S114530997,https://www.ncbi.nlm.nih.gov/nlmcatalog/7707449,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/264578,FALSE,,CLINICAL NEUROLOGY; NEUROSCIENCES
123,Journal of Neuroinflammation,J NEUROINFLAMM,NEUROSCIENCES,,1742-2094,1742-2094,23,8.32,BMC,BMC,0,,,41,http://www.jneuroinflammation.com/,https://openalex.org/S199572710,https://www.ncbi.nlm.nih.gov/nlmcatalog/101222974,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101724520,FALSE,,IMMUNOLOGY; NEUROSCIENCES
124,Cancer Discovery,CANCER DISCOV,ONCOLOGY,2159-8274,2159-8290,2159-8274,6,39.4,AMER ASSOC CANCER RESEARCH,AMER ASSOC CANCER RESEARCH,1,2016,4/8/2025,42,http://cancerdiscovery.aacrjournals.org,https://openalex.org/S2486275289,https://www.ncbi.nlm.nih.gov/nlmcatalog/101561693,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101764786,FALSE,https://aacrjournals.org/pages/article-style-and-format,ONCOLOGY
125,CANCER CELL,CANCER CELL,ONCOLOGY,1535-6108,1878-3686,1535-6108,9,31.7,CELL PRESS,CELL PRESS,0,,,42,https://www.sciencedirect.com/journal/cancer-cell,https://openalex.org/S25671836,https://www.ncbi.nlm.nih.gov/nlmcatalog/101130617,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/138249,FALSE,,CELL BIOLOGY; ONCOLOGY
126,ANNALS OF ONCOLOGY,ANN ONCOL,ONCOLOGY,0923-7534,1569-8041,0923-7534,7,32.976,ELSEVIER,ELSEVIER,0,,,42,https://www.sciencedirect.com/journal/annals-of-oncology,https://openalex.org/S41454044,https://www.ncbi.nlm.nih.gov/nlmcatalog/9007735,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/489459,FALSE,,ONCOLOGY
127,CANCER RESEARCH,CANCER RES,ONCOLOGY,0008-5472,1538-7445,0008-5472,17,12.7,AMER ASSOC CANCER RESEARCH,AMER ASSOC CANCER RESEARCH,1,2016,4/8/2025,43,http://cancerres.aacrjournals.org/,https://openalex.org/S168522863,https://www.ncbi.nlm.nih.gov/nlmcatalog/445711,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/496509,FALSE,https://aacrjournals.org/pages/article-style-and-format#figs,ONCOLOGY
128,Journal for ImmunoTherapy of Cancer,J IMMUNOTHER CANCER,ONCOLOGY,N/A,2051-1426,2051-1426,15,13.75,BMJ,BMJ PUBLISHING GROUP,0,,2026/02,43,https://jitc.bmj.com,https://openalex.org/S2754803477,https://www.ncbi.nlm.nih.gov/nlmcatalog/101620585,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101620585,TRUE,https://jitc.bmj.com/pages/authors#submission_guidelines,IMMUNOLOGY; ONCOLOGY
129,Molecular Cancer,MOL CANCER,ONCOLOGY,N/A,1476-4598,1476-4598,10,27.4,BMC,BMC,0,,,43,https://molecular-cancer.biomedcentral.com/,https://openalex.org/S132829192,https://www.ncbi.nlm.nih.gov/nlmcatalog/101147698,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101634670,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; ONCOLOGY
130,CLINICAL CANCER RESEARCH,CLIN CANCER RES,ONCOLOGY,1078-0432,1557-3265,1078-0432,18,12.5,AMER ASSOC CANCER RESEARCH,AMER ASSOC CANCER RESEARCH,1,2016,4/8/2025,44,http://clincancerres.aacrjournals.org/,https://openalex.org/S183149254,https://www.ncbi.nlm.nih.gov/nlmcatalog/9502500,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/136801,FALSE,https://aacrjournals.org/pages/article-style-and-format,ONCOLOGY
131,JNCI-Journal of the National Cancer Institute,JNCI-J NATL CANCER I,ONCOLOGY,0027-8874,1460-2105,0027-8874,16,13.5,OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,0,,,44,http://jnci.oxfordjournals.org/,https://openalex.org/S98010888,https://www.ncbi.nlm.nih.gov/nlmcatalog/7503089,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/7503089,TRUE,,ONCOLOGY
132,Journal of Thoracic Oncology,J THORAC ONCOL,ONCOLOGY,1556-0864,1556-1380,1556-0864,13,15.6,ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,0,,,44,https://www.journals.elsevier.com/journal-of-thoracic-oncology,https://openalex.org/S90745127,https://www.ncbi.nlm.nih.gov/nlmcatalog/101274235,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101769967,FALSE,,ONCOLOGY; RESPIRATORY SYSTEM
133,LEUKEMIA,LEUKEMIA,ONCOLOGY,0887-6924,1476-5551,0887-6924,23,11.5,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,45,https://www.nature.com/leu/,https://openalex.org/S149476849,https://www.ncbi.nlm.nih.gov/nlmcatalog/8704895,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/501129,FALSE,https://www.nature.com/leu/authors-and-referees/gta,HEMATOLOGY; ONCOLOGY
134,Liver Cancer,LIVER CANCER,ONCOLOGY,2235-1795,1664-5553,2235-1795,22,11.7,KARGER,KARGER,0,,,45,http://www.karger.com/lic,https://openalex.org/S2764970739,https://www.ncbi.nlm.nih.gov/nlmcatalog/101597993,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/135608,FALSE,,GASTROENTEROLOGY & HEPATOLOGY; ONCOLOGY
135,Clinical and Translational Medicine,CLIN TRANSL MED,ONCOLOGY,2001-1326,2001-1326,2001-1326,24,11.5,JOHN WILEY & SONS LTD,JOHN WILEY & SONS LTD,0,,,45,https://onlinelibrary.wiley.com/journal/20011326,https://openalex.org/S2765071679,https://www.ncbi.nlm.nih.gov/nlmcatalog/101597971,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101597971,TRUE,,"MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY"
136,Blood Cancer Journal,BLOOD CANCER J,ONCOLOGY,2044-5385,2044-5385,2044-5385,27,11,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,46,https://www.nature.com/bcj/,https://openalex.org/S2496263508,https://www.ncbi.nlm.nih.gov/nlmcatalog/101568469,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101568469,TRUE,https://www.nature.com/bcj/authors-and-referees/gta,HEMATOLOGY; ONCOLOGY
137,Cancer Communications,CANCER COMMUN,ONCOLOGY,N/A,2523-3548,2523-3548,29,10.4,WILEY,WILEY,0,,,46,https://onlinelibrary.wiley.com/journal/25233548,https://openalex.org/S4210240675,https://www.ncbi.nlm.nih.gov/nlmcatalog/101723675,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101723675,TRUE,,ONCOLOGY
138,Journal of Hematology & Oncology,J HEMATOL ONCOL,ONCOLOGY,N/A,1756-8722,1756-8722,11,17.4,BMC,BMC,0,,,46,https://link.springer.com/journal/13045,https://openalex.org/S46507181,https://www.ncbi.nlm.nih.gov/nlmcatalog/101468937,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/489718,FALSE,,HEMATOLOGY; ONCOLOGY
139,npj Precision Oncology,NPJ PRECIS ONCOL,ONCOLOGY,N/A,2397-768X,2397-768X,35,8.3,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,47,https://www.nature.com/npjprecisiononcology/,https://openalex.org/S4210211538,https://www.ncbi.nlm.nih.gov/nlmcatalog/101708166,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101708166,TRUE,https://www.nature.com/npjprecisiononcology/for-authors-and-referees/submission-guidelines#general-figure,ONCOLOGY
140,Therapeutic Advances in Medical Oncology,THER ADV MED ONCOL,ONCOLOGY,1758-8340,1758-8359,1758-8340,36,8.2,SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,0,,,47,https://us.sagepub.com/en-us/nam/journal/therapeutic-advances-medical-oncology,https://openalex.org/S41085503,https://www.ncbi.nlm.nih.gov/nlmcatalog/101510808,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101510808,TRUE,,ONCOLOGY
141,OncoImmunology,ONCOIMMUNOLOGY,ONCOLOGY,2162-402X,2162-402X,2162-402X,37,8.1,TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,0,,,47,http://www.landesbioscience.com/journals/oncoimmunology,https://openalex.org/S2497914550,https://www.ncbi.nlm.nih.gov/nlmcatalog/101570526,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101726268,FALSE,,IMMUNOLOGY; ONCOLOGY
142,BRITISH JOURNAL OF CANCER,BRIT J CANCER,ONCOLOGY,0007-0920,1532-1827,0007-0920,39,7.6,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,48,https://www.nature.com/bjc/,https://openalex.org/S62966998,https://www.ncbi.nlm.nih.gov/nlmcatalog/370635,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/133209,FALSE,https://www.nature.com/bjc/authors-and-referees/gta,ONCOLOGY
143,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,ONCOLOGY,0959-8049,1879-0852,0959-8049,33,9.2,ELSEVIER SCI LTD,ELSEVIER SCI LTD,0,,,48,https://www.journals.elsevier.com/european-journal-of-cancer,https://openalex.org/S16731738,https://www.ncbi.nlm.nih.gov/nlmcatalog/9005373,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/386550,FALSE,,ONCOLOGY
144,INTERNATIONAL JOURNAL OF CANCER,INT J CANCER,ONCOLOGY,0020-7136,1097-0215,0020-7136,42,7.4,WILEY,WILEY,0,,,48,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0215,https://openalex.org/S5382288,https://www.ncbi.nlm.nih.gov/nlmcatalog/42124,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/136943,FALSE,,ONCOLOGY
145,Oncogenesis,ONCOGENESIS,ONCOLOGY,2157-9024,2157-9024,2157-9024,40,7.5,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,49,https://www.nature.com/oncsis/,https://openalex.org/S4210239318,https://www.ncbi.nlm.nih.gov/nlmcatalog/101580004,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/497236,FALSE,https://www.nature.com/oncsis/authors-and-referees/gta,ONCOLOGY
146,Gastric Cancer,GASTRIC CANCER,ONCOLOGY,1436-3291,1436-3305,1436-3291,43,7.4,SPRINGER,SPRINGER,0,,,49,https://www.springer.com/journal/10120,https://openalex.org/S145569942,https://www.ncbi.nlm.nih.gov/nlmcatalog/100886238,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/391160,FALSE,,GASTROENTEROLOGY & HEPATOLOGY; ONCOLOGY
147,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,ONCOLOGY,N/A,1756-9966,1756-9966,25,11.2,BMC,BMC,0,,,49,https://link.springer.com/journal/13046,https://openalex.org/S33781645,https://www.ncbi.nlm.nih.gov/nlmcatalog/8308647,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8308647,TRUE,,ONCOLOGY
148,npj Breast Cancer,NPJ BREAST CANCER,ONCOLOGY,N/A,2374-4677,2374-4677,47,6.9,NATURE RESEARCH,NATURE PORTFOLIO,1,2013,4/8/2025,50,https://www.nature.com/npjbcancer/,https://openalex.org/S4210207747,https://www.ncbi.nlm.nih.gov/nlmcatalog/101674891,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101674891,TRUE,https://www.nature.com/npjbcancer/for-authors-and-referees/submission-guidelines#general-figure,ONCOLOGY
149,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,INT J RADIAT ONCOL,ONCOLOGY,0360-3016,1879-355X,0360-3016,45,7,ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,0,,,50,https://www.journals.elsevier.com/international-journal-of-radiation-oncology-biology-physics,https://openalex.org/S110533041,https://www.ncbi.nlm.nih.gov/nlmcatalog/7603616,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/7603616,TRUE,,"ONCOLOGY; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
150,CANCER IMMUNOLOGY IMMUNOTHERAPY,CANCER IMMUNOL IMMUN,ONCOLOGY,0340-7004,1432-0851,0340-7004,46,7,SPRINGER,SPRINGER,0,,,50,http://www.springer.com/medicine/oncology/journal/262,https://openalex.org/S203303425,https://www.ncbi.nlm.nih.gov/nlmcatalog/8605732,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9002711,FALSE,,IMMUNOLOGY; ONCOLOGY
151,CANCER,CANCER-AM CANCER SOC,ONCOLOGY,0008-543X,1097-0142,0008-543X,48,6.9,WILEY,WILEY,1,2018,4/8/2025,51,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0142,https://openalex.org/S126033908,https://www.ncbi.nlm.nih.gov/nlmcatalog/101499453,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101588411,FALSE,https://acsjournals.onlinelibrary.wiley.com/hub/journal/10970142/homepage/forauthors.html,ONCOLOGY
152,CANCER SCIENCE,CANCER SCI,ONCOLOGY,1347-9032,1349-7006,1347-9032,50,6.7,WILEY,WILEY,0,,,51,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1349-7006,https://openalex.org/S175946340,https://www.ncbi.nlm.nih.gov/nlmcatalog/101168776,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101770443,FALSE,,ONCOLOGY
153,Molecular Therapy-Oncolytics,MOL THER ONCOLYTICS,ONCOLOGY,2372-7705,2372-7705,2372-7705,44,7.2,CELL PRESS,CELL PRESS,0,,,51,https://www.sciencedirect.com/journal/molecular-therapy-oncolytics,https://openalex.org/S2898235705,https://www.ncbi.nlm.nih.gov/nlmcatalog/101666776,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/133087,FALSE,,"ONCOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL"
154,Bone & Joint Research,BONE JOINT RES,ORTHOPEDICS,2046-3758,2046-3758,2046-3758,4,5.9,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,1,2021,4/8/2025,52,https://online.boneandjoint.org.uk/journal/bjr,https://openalex.org/S2765027627,https://www.ncbi.nlm.nih.gov/nlmcatalog/101586057,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101724828,FALSE,https://boneandjoint.org.uk/journal/BJR/instructions-for-authors,CELL & TISSUE ENGINEERING; ORTHOPEDICS
155,Bone & Joint Journal,BONE JOINT J,ORTHOPEDICS,2049-4394,2049-4394,2049-4394,7,5.083,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,0,,,52,http://www.bjj.boneandjoint.org.uk,https://openalex.org/S4210239958,https://www.ncbi.nlm.nih.gov/nlmcatalog/101599229,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101643162,FALSE,,ORTHOPEDICS; SURGERY
156,Journal of Orthopaedic Translation,J ORTHOP TRANSL,ORTHOPEDICS,2214-031X,2214-031X,2214-031X,6,5.2,ELSEVIER,ELSEVIER,0,,,52,https://www.journals.elsevier.com/journal-of-orthopaedic-translation,https://openalex.org/S2764689464,https://www.ncbi.nlm.nih.gov/nlmcatalog/101625127,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101625127,TRUE,,ORTHOPEDICS
157,BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,PHARMACOLOGY & PHARMACY,0007-1188,1476-5381,0007-1188,12,8.7,WILEY,WILEY,1,2017,4/8/2025,53,https://bpspubs.onlinelibrary.wiley.com/journal/14765381,https://openalex.org/S55107261,https://www.ncbi.nlm.nih.gov/nlmcatalog/7502536,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8703281,FALSE,https://bpspubs.onlinelibrary.wiley.com/hub/journal/14765381/author-guidelines.html,PHARMACOLOGY & PHARMACY
158,JOURNAL OF CONTROLLED RELEASE,J CONTROL RELEASE,PHARMACOLOGY & PHARMACY,0168-3659,1873-4995,0168-3659,10,9.8,ELSEVIER,ELSEVIER,0,,,53,http://www.elsevier.com/wps/find/journaldescription.cws_home/502690/description#description,https://openalex.org/S161954266,https://www.ncbi.nlm.nih.gov/nlmcatalog/8607908,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9319014,FALSE,,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
159,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,ALIMENT PHARM THER,PHARMACOLOGY & PHARMACY,0269-2813,1365-2036,0269-2813,13,8.2,WILEY,WILEY,0,,,53,https://onlinelibrary.wiley.com/journal/13652036,https://openalex.org/S158079644,https://www.ncbi.nlm.nih.gov/nlmcatalog/8707234,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101258928,FALSE,,GASTROENTEROLOGY & HEPATOLOGY; PHARMACOLOGY & PHARMACY
160,ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,PHARMACOLOGY & PHARMACY,1671-4083,1745-7254,1671-4083,31,6.2,NATURE PUBLISHING GROUP,NATURE PUBL GROUP,1,2013,4/2/2025,54,https://www.nature.com/aps/,https://openalex.org/S4210186974,https://www.ncbi.nlm.nih.gov/nlmcatalog/100956087,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100956087,TRUE,https://www.nature.com/aps/authors-and-referees/authors,"CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY"
161,Pharmaceutics,PHARMACEUTICS,PHARMACOLOGY & PHARMACY,N/A,1999-4923,1999-4923,29,6.3,MDPI,MDPI,0,,,54,http://www.mdpi.com/journal/pharmaceutics/,https://openalex.org/S30283931,https://www.ncbi.nlm.nih.gov/nlmcatalog/101534003,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/497229,FALSE,,PHARMACOLOGY & PHARMACY
162,JOURNAL OF FOOD AND DRUG ANALYSIS,J FOOD DRUG ANAL,PHARMACOLOGY & PHARMACY,1021-9498,1021-9498,1021-9498,34,6.1,DIGITAL COMMONS BEPRESS,DIGITAL COMMONS BEPRESS,0,,,54,https://www.jfda-online.com/journal/,https://openalex.org/S155791383,https://www.ncbi.nlm.nih.gov/nlmcatalog/101630927,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101630927,TRUE,,FOOD SCIENCE & TECHNOLOGY; PHARMACOLOGY & PHARMACY
163,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,AM J PHYSIOL-LUNG C,PHYSIOLOGY - SCIE,1040-0605,1522-1504,1040-0605,11,5.5,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,55,https://journals.physiology.org/journal/ajplung,https://openalex.org/S47245711,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901229,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901229,TRUE,https://journals.physiology.org/manuscript-prep#figures,PHYSIOLOGY; RESPIRATORY SYSTEM
164,International Journal of Behavioral Nutrition and Physical Activity,INT J BEHAV NUTR PHY,PHYSIOLOGY - SCIE,N/A,1479-5868,1479-5868,6,6.5,BMC,BMC,0,,,55,https://ijbnpa.biomedcentral.com/,https://openalex.org/S182748528,https://www.ncbi.nlm.nih.gov/nlmcatalog/101217089,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101217089,TRUE,,NUTRITION & DIETETICS; PHYSIOLOGY
165,Acta Physiologica,ACTA PHYSIOL,PHYSIOLOGY - SCIE,1748-1708,1748-1716,1748-1708,8,6.3,WILEY,WILEY,0,,,55,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-1716,https://openalex.org/S204890612,https://www.ncbi.nlm.nih.gov/nlmcatalog/101262545,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101696724,FALSE,,PHYSIOLOGY
