field,journal,year,n_graphs,n_bar_cont,n_informative,n_bar_or_informative,policy,policy_year,log_offset,year_centered,JCR_Abbrev,JID,num_articles,p_bar,p_informative,p_total,All_Fields
genetics & heredity,human gene therapy,2013,73,63,31,68,0,0,-0.314710745,-4.994935106,HUM GENE THER,90,68,0.9264705882352942,0.45588235294117646,68,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2014,64,55,19,57,0,0,-0.446287103,-3.994935106,HUM GENE THER,90,57,0.9649122807017544,0.3333333333333333,57,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2015,53,43,18,45,0,0,-0.634878272,-2.994935106,HUM GENE THER,90,45,0.9555555555555556,0.4,45,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2016,59,45,14,46,0,0,-0.527632742,-1.994935106,HUM GENE THER,90,46,0.9782608695652174,0.30434782608695654,46,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2017,57,43,21,46,0,0,-0.562118918,-0.994935106,HUM GENE THER,90,46,0.9347826086956522,0.45652173913043476,46,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2018,95,70,38,83,0,0,-0.051293294,0.005064894,HUM GENE THER,90,83,0.8433734939759037,0.4578313253012048,83,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2019,103,75,55,92,0,0,0.029558802,1.005064894,HUM GENE THER,90,92,0.8152173913043478,0.5978260869565217,92,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2020,74,53,38,64,0,0,-0.301105093,2.005064894,HUM GENE THER,90,64,0.828125,0.59375,64,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2021,94,47,40,65,0,0,-0.061875404,3.005064894,HUM GENE THER,90,65,0.7230769230769231,0.6153846153846154,65,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2022,83,46,50,69,0,0,-0.186329578,4.005064894,HUM GENE THER,90,69,0.6666666666666666,0.7246376811594203,69,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2023,63,32,30,46,0,0,-0.46203546,5.005064894,HUM GENE THER,90,46,0.6956521739130435,0.6521739130434783,46,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2024,50,32,37,47,0,0,-0.693147181,6.005064894,HUM GENE THER,90,47,0.6808510638297872,0.7872340425531915,47,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human gene therapy,2025,51,26,34,44,0,0,-0.673344553,7.005064894,HUM GENE THER,90,44,0.5909090909090909,0.7727272727272727,44,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,human molecular genetics,2010,405,285,78,313,0,0,1.398716881,-7.994935106,HUM MOL GENET,84,313,0.9105431309904153,0.24920127795527156,313,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2011,413,298,86,322,0,0,1.418277407,-6.994935106,HUM MOL GENET,84,322,0.9254658385093167,0.2670807453416149,322,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2012,440,346,104,366,0,0,1.481604541,-5.994935106,HUM MOL GENET,84,366,0.9453551912568307,0.28415300546448086,366,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2013,398,314,109,338,0,0,1.381281819,-4.994935106,HUM MOL GENET,84,338,0.9289940828402367,0.3224852071005917,338,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2014,527,399,143,437,0,0,1.662030363,-3.994935106,HUM MOL GENET,84,437,0.9130434782608695,0.32723112128146453,437,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2015,558,425,180,479,0,0,1.719188776,-2.994935106,HUM MOL GENET,84,479,0.8872651356993737,0.3757828810020877,479,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2016,403,304,154,347,0,0,1.393766376,-1.994935106,HUM MOL GENET,84,347,0.8760806916426513,0.4438040345821326,347,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2017,368,296,141,321,0,0,1.302912752,-0.994935106,HUM MOL GENET,84,321,0.9221183800623053,0.4392523364485981,321,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2018,316,222,127,264,0,0,1.150572028,0.005064894,HUM MOL GENET,84,264,0.8409090909090909,0.4810606060606061,264,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2019,299,213,162,261,0,0,1.095273387,1.005064894,HUM MOL GENET,84,261,0.8160919540229885,0.6206896551724138,261,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2020,250,158,140,219,0,0,0.916290732,2.005064894,HUM MOL GENET,84,219,0.7214611872146118,0.639269406,219,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2021,250,140,136,200,0,0,0.916290732,3.005064894,HUM MOL GENET,84,200,0.7,0.68,200,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2022,264,131,161,211,0,0,0.970778917,4.005064894,HUM MOL GENET,84,211,0.6208530805687204,0.7630331753554502,211,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2023,249,116,161,205,0,0,0.91228271,5.005064894,HUM MOL GENET,84,205,0.5658536585365853,0.7853658536585366,205,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2024,153,60,110,130,0,0,0.425267735,6.005064894,HUM MOL GENET,84,130,0.46153846153846156,0.8461538461538461,130,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,human molecular genetics,2025,180,78,117,141,0,0,0.587786665,7.005064894,HUM MOL GENET,84,141,0.5531914893617021,0.8297872340425532,141,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2010,84,10,6,16,0,0,-0.174353387,-7.994935106,J MED GENET,83,16,0.625,0.375,16,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2011,78,15,13,25,0,0,-0.248461359,-6.994935106,J MED GENET,83,25,0.6,0.52,25,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2012,74,13,11,21,0,0,-0.301105093,-5.994935106,J MED GENET,83,21,0.6190476190476191,0.5238095238095238,21,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2013,68,21,8,26,0,0,-0.385662481,-4.994935106,J MED GENET,83,26,0.8076923076923077,0.3076923076923077,26,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2014,65,13,14,25,0,0,-0.430782916,-3.994935106,J MED GENET,83,25,0.52,0.56,25,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2015,64,19,12,28,0,0,-0.446287103,-2.994935106,J MED GENET,83,28,0.6785714285714286,0.42857142857142855,28,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2016,68,21,14,31,0,0,-0.385662481,-1.994935106,J MED GENET,83,31,0.6774193548387096,0.45161290322580644,31,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2017,77,18,13,28,0,0,-0.261364764,-0.994935106,J MED GENET,83,28,0.6428571428571429,0.4642857142857143,28,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2018,76,15,16,28,0,0,-0.274436846,0.005064894,J MED GENET,83,28,0.5357142857142857,0.5714285714285714,28,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2019,74,27,20,41,0,0,-0.301105093,1.005064894,J MED GENET,83,41,0.6585365853658537,0.4878048780487805,41,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2020,92,25,24,40,0,0,-0.083381609,2.005064894,J MED GENET,83,40,0.625,0.6,40,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2021,72,16,21,31,0,0,-0.328504067,3.005064894,J MED GENET,83,31,0.5161290322580645,0.6774193548387096,31,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2022,115,27,35,52,0,0,0.139761942,4.005064894,J MED GENET,83,52,0.5192307692307693,0.6730769230769231,52,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2023,135,24,27,46,0,0,0.300104592,5.005064894,J MED GENET,83,46,0.5217391304347826,0.5869565217391305,46,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2024,100,14,24,32,0,0,0,6.005064894,J MED GENET,83,32,0.4375,0.75,32,GENETICS & HEREDITY
genetics & heredity,journal of medical genetics,2025,78,9,18,22,0,0,-0.248461359,7.005064894,J MED GENET,83,22,0.4090909090909091,0.8181818181818182,22,GENETICS & HEREDITY
genetics & heredity,microbial genomics,2015,16,3,3,6,0,0,-1.832581464,-2.994935106,MICROB GENOMICS,93,6,0.5,0.5,6,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2016,55,4,15,19,0,0,-0.597837001,-1.994935106,MICROB GENOMICS,93,19,0.21052631578947367,0.7894736842105263,19,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2017,37,6,13,18,0,0,-0.994252273,-0.994935106,MICROB GENOMICS,93,18,0.3333333333333333,0.7222222222222222,18,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2018,82,8,27,32,0,0,-0.198450939,0.005064894,MICROB GENOMICS,93,32,0.25,0.84375,32,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2019,70,7,24,28,0,0,-0.356674944,1.005064894,MICROB GENOMICS,93,28,0.25,0.8571428571428571,28,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2020,145,26,55,70,0,0,0.371563556,2.005064894,MICROB GENOMICS,93,70,0.37142857142857144,0.7857142857142857,70,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2021,232,34,89,105,0,0,0.841567186,3.005064894,MICROB GENOMICS,93,105,0.3238095238095238,0.8476190476190476,105,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2022,167,23,82,92,0,0,0.512823626,4.005064894,MICROB GENOMICS,93,92,0.25,0.8913043478260869,92,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2023,234,31,80,98,0,0,0.850150929,5.005064894,MICROB GENOMICS,93,98,0.3163265306122449,0.8163265306122449,98,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2024,156,21,79,84,0,0,0.444685821,6.005064894,MICROB GENOMICS,93,84,0.25,0.9404761904761905,84,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,microbial genomics,2025,238,27,99,112,0,0,0.867100488,7.005064894,MICROB GENOMICS,93,112,0.24107142857142858,0.8839285714285714,112,GENETICS & HEREDITY; MICROBIOLOGY
genetics & heredity,molecular autism,2010,12,2,5,7,0,0,-2.120263536,-7.994935106,MOL AUTISM,78,7,0.2857142857142857,0.7142857142857143,7,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2011,19,6,5,10,0,0,-1.660731207,-6.994935106,MOL AUTISM,78,10,0.6,0.5,10,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2012,18,4,2,6,0,0,-1.714798428,-5.994935106,MOL AUTISM,78,6,0.6666666666666666,0.3333333333333333,6,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2013,42,14,12,22,0,0,-0.867500568,-4.994935106,MOL AUTISM,78,22,0.6363636363636364,0.5454545454545454,22,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2014,53,19,17,30,0,0,-0.634878272,-3.994935106,MOL AUTISM,78,30,0.6333333333333333,0.5666666666666667,30,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2015,61,22,24,36,0,0,-0.494296322,-2.994935106,MOL AUTISM,78,36,0.6111111111111112,0.6666666666666666,36,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2016,45,21,15,30,0,0,-0.798507696,-1.994935106,MOL AUTISM,78,30,0.7,0.5,30,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2017,59,21,18,36,0,0,-0.527632742,-0.994935106,MOL AUTISM,78,36,0.5833333333333334,0.5,36,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2018,59,26,20,37,0,0,-0.527632742,0.005064894,MOL AUTISM,78,37,0.7027027027027027,0.5405405405405406,37,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2019,41,15,15,26,0,0,-0.891598119,1.005064894,MOL AUTISM,78,26,0.5769230769230769,0.5769230769230769,26,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2020,81,28,44,60,0,0,-0.210721031,2.005064894,MOL AUTISM,78,60,0.4666666666666667,0.7333333333333333,60,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2021,60,8,36,38,0,0,-0.510825624,3.005064894,MOL AUTISM,78,38,0.21052631578947367,0.9473684210526315,38,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2022,46,7,26,27,0,0,-0.776528789,4.005064894,MOL AUTISM,78,27,0.25925925925925924,0.9629629629629629,27,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2023,41,8,26,29,0,0,-0.891598119,5.005064894,MOL AUTISM,78,29,0.27586206896551724,0.896551724,29,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2024,47,10,30,34,0,0,-0.755022584,6.005064894,MOL AUTISM,78,34,0.29411764705882354,0.8823529411764706,34,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular autism,2025,59,6,36,39,0,0,-0.527632742,7.005064894,MOL AUTISM,78,39,0.15384615384615385,0.9230769230769231,39,GENETICS & HEREDITY; NEUROSCIENCES
genetics & heredity,molecular biology & evolution,2010,236,51,47,86,0,0,0.858661619,-7.994935106,,,86,0.5930232558139535,0.5465116279069767,86,
genetics & heredity,molecular biology & evolution,2011,268,54,66,107,0,0,0.985816795,-6.994935106,,,107,0.5046728971962616,0.61682243,107,
genetics & heredity,molecular biology & evolution,2012,262,62,90,127,0,0,0.963174318,-5.994935106,,,127,0.4881889763779528,0.7086614173228346,127,
genetics & heredity,molecular biology & evolution,2013,229,34,73,98,0,0,0.828551818,-4.994935106,,,98,0.3469387755102041,0.7448979591836735,98,
genetics & heredity,molecular biology & evolution,2014,261,75,77,128,0,0,0.959350221,-3.994935106,,,128,0.5859375,0.6015625,128,
genetics & heredity,molecular biology & evolution,2015,247,65,89,131,0,0,0.904218151,-2.994935106,,,131,0.4961832061068702,0.6793893129770993,131,
genetics & heredity,molecular biology & evolution,2016,249,49,110,139,0,0,0.91228271,-1.994935106,,,139,0.35251798561151076,0.7913669064748201,139,
genetics & heredity,molecular biology & evolution,2017,244,51,116,139,0,0,0.891998039,-0.994935106,,,139,0.3669064748201439,0.8345323741007195,139,
genetics & heredity,molecular biology & evolution,2018,233,38,117,137,0,0,0.845868268,0.005064894,,,137,0.2773722627737226,0.8540145985401459,137,
genetics & heredity,molecular biology & evolution,2019,212,40,114,132,0,0,0.751416089,1.005064894,,,132,0.30303030303030304,0.8636363636363636,132,
genetics & heredity,molecular biology & evolution,2020,272,40,136,156,0,0,1.00063188,2.005064894,,,156,0.2564102564102564,0.8717948717948718,156,
genetics & heredity,molecular biology & evolution,2021,398,82,231,262,0,0,1.381281819,3.005064894,,,262,0.31297709923664124,0.8816793893129771,262,
genetics & heredity,molecular biology & evolution,2022,322,73,171,204,0,0,1.16938136,4.005064894,,,204,0.35784313725490197,0.8382352941176471,204,
genetics & heredity,molecular biology & evolution,2023,269,49,157,179,0,0,0.989541194,5.005064894,,,179,0.2737430167597765,0.8770949720670391,179,
genetics & heredity,molecular biology & evolution,2024,252,51,155,170,0,0,0.924258902,6.005064894,,,170,0.3,0.9117647058823529,170,
genetics & heredity,molecular biology & evolution,2025,315,61,211,228,0,0,1.147402453,7.005064894,,,228,0.2675438596491228,0.9254385964912281,228,
genetics & heredity,molecular therapy,2010,220,196,59,203,0,0,0.78845736,-7.994935106,MOL THER,71,203,0.9655172413793104,0.29064039408866993,203,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2011,213,194,64,202,0,0,0.75612198,-6.994935106,MOL THER,71,202,0.9603960396039604,0.31683168316831684,202,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2012,206,185,72,194,0,0,0.722705983,-5.994935106,MOL THER,71,194,0.9536082474226805,0.3711340206185567,194,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2013,203,184,85,195,0,0,0.708035793,-4.994935106,MOL THER,71,195,0.9435897435897436,0.4358974358974359,195,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2014,180,162,85,172,0,0,0.587786665,-3.994935106,MOL THER,71,172,0.9418604651162791,0.4941860465116279,172,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2015,158,148,65,150,0,0,0.457424847,-2.994935106,MOL THER,71,150,0.9866666666666667,0.43333333333333335,150,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2016,166,143,76,157,0,0,0.506817602,-1.994935106,MOL THER,71,157,0.910828025,0.4840764331210191,157,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2017,188,168,96,180,0,0,0.631271777,-0.994935106,MOL THER,71,180,0.9333333333333333,0.5333333333333333,180,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2018,202,172,113,193,0,0,0.703097511,0.005064894,MOL THER,71,193,0.8911917098445595,0.5854922279792746,193,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2019,142,126,95,138,0,0,0.350656872,1.005064894,MOL THER,71,138,0.9130434782608695,0.6884057971014492,138,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2020,166,141,115,160,0,0,0.506817602,2.005064894,MOL THER,71,160,0.88125,0.71875,160,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2021,186,141,150,178,0,0,0.620576488,3.005064894,MOL THER,71,178,0.7921348314606742,0.8426966292134831,178,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2022,206,140,167,199,0,0,0.722705983,4.005064894,MOL THER,71,199,0.7035175879396985,0.8391959798994975,199,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2023,181,115,154,178,0,0,0.593326845,5.005064894,MOL THER,71,178,0.6460674157303371,0.8651685393258427,178,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2024,224,136,200,219,0,0,0.806475866,6.005064894,MOL THER,71,219,0.6210045662100456,0.913242009,219,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,molecular therapy,2025,282,152,257,273,0,0,1.036736885,7.005064894,MOL THER,71,273,0.5567765567765568,0.9413919413919414,273,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; GENETICS & HEREDITY; MEDICINE, RESEARCH & EXPERIMENTAL"
genetics & heredity,nature genetics,2010,145,55,30,68,1,1,0.371563556,-7.994935106,NAT GENET,67,68,0.8088235294117647,0.4411764705882353,68,GENETICS & HEREDITY
genetics & heredity,nature genetics,2011,180,72,50,100,1,2,0.587786665,-6.994935106,NAT GENET,67,100,0.72,0.5,100,GENETICS & HEREDITY
genetics & heredity,nature genetics,2012,159,70,48,102,1,3,0.463734016,-5.994935106,NAT GENET,67,102,0.6862745098039216,0.47058823529411764,102,GENETICS & HEREDITY
genetics & heredity,nature genetics,2013,192,76,57,111,1,4,0.652325186,-4.994935106,NAT GENET,67,111,0.6846846846846847,0.5135135135135135,111,GENETICS & HEREDITY
genetics & heredity,nature genetics,2014,167,84,56,108,1,5,0.512823626,-3.994935106,NAT GENET,67,108,0.7777777777777778,0.5185185185185185,108,GENETICS & HEREDITY
genetics & heredity,nature genetics,2015,183,96,85,134,1,6,0.604315967,-2.994935106,NAT GENET,67,134,0.7164179104477612,0.6343283582089553,134,GENETICS & HEREDITY
genetics & heredity,nature genetics,2016,175,81,103,137,1,7,0.559615788,-1.994935106,NAT GENET,67,137,0.5912408759124088,0.7518248175182481,137,GENETICS & HEREDITY
genetics & heredity,nature genetics,2017,194,52,136,156,1,8,0.662687973,-0.994935106,NAT GENET,67,156,0.3333333333333333,0.8717948717948718,156,GENETICS & HEREDITY
genetics & heredity,nature genetics,2018,149,44,111,118,1,9,0.39877612,0.005064894,NAT GENET,67,118,0.3728813559322034,0.940677966,118,GENETICS & HEREDITY
genetics & heredity,nature genetics,2019,150,45,117,124,1,10,0.405465108,1.005064894,NAT GENET,67,124,0.3629032258064516,0.9435483870967742,124,GENETICS & HEREDITY
genetics & heredity,nature genetics,2020,121,53,108,110,1,11,0.19062036,2.005064894,NAT GENET,67,110,0.4818181818181818,0.9818181818181818,110,GENETICS & HEREDITY
genetics & heredity,nature genetics,2021,146,51,126,127,1,12,0.378436436,3.005064894,NAT GENET,67,127,0.4015748031496063,0.9921259842519685,127,GENETICS & HEREDITY
genetics & heredity,nature genetics,2022,147,62,127,137,1,13,0.385262401,4.005064894,NAT GENET,67,137,0.45255474452554745,0.927007299,137,GENETICS & HEREDITY
genetics & heredity,nature genetics,2023,161,52,146,147,1,14,0.476234179,5.005064894,NAT GENET,67,147,0.35374149659863946,0.9931972789115646,147,GENETICS & HEREDITY
genetics & heredity,nature genetics,2024,216,85,192,197,1,15,0.770108222,6.005064894,NAT GENET,67,197,0.43147208121827413,0.9746192893401016,197,GENETICS & HEREDITY
genetics & heredity,nature genetics,2025,220,90,195,208,1,16,0.78845736,7.005064894,NAT GENET,67,208,0.4326923076923077,0.9375,208,GENETICS & HEREDITY
genetics & heredity,nature genetics,2026,9,3,9,9,1,17,-2.407945609,8.005064894,NAT GENET,67,9,0.3333333333333333,1,9,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2016,25,7,6,11,1,1,-1.386294361,-1.994935106,NPJ GENOM MED,76,11,0.6363636363636364,0.5454545454545454,11,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2017,25,10,15,19,1,2,-1.386294361,-0.994935106,NPJ GENOM MED,76,19,0.5263157894736842,0.7894736842105263,19,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2018,23,7,10,13,1,3,-1.46967597,0.005064894,NPJ GENOM MED,76,13,0.5384615384615384,0.7692307692307693,13,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2019,20,7,7,10,1,4,-1.609437912,1.005064894,NPJ GENOM MED,76,10,0.7,0.7,10,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2020,39,11,15,20,1,5,-0.94160854,2.005064894,NPJ GENOM MED,76,20,0.55,0.75,20,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2021,92,15,38,46,1,6,-0.083381609,3.005064894,NPJ GENOM MED,76,46,0.32608695652173914,0.8260869565217391,46,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2022,65,17,30,37,1,7,-0.430782916,4.005064894,NPJ GENOM MED,76,37,0.4594594594594595,0.8108108108108109,37,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2023,35,6,17,20,1,8,-1.049822124,5.005064894,NPJ GENOM MED,76,20,0.3,0.85,20,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2024,56,6,25,28,1,9,-0.579818495,6.005064894,NPJ GENOM MED,76,28,0.21428571428571427,0.8928571428571429,28,GENETICS & HEREDITY
genetics & heredity,npj genomic medicine,2025,79,13,26,31,1,10,-0.235722334,7.005064894,NPJ GENOM MED,76,31,0.41935483870967744,0.8387096774193549,31,GENETICS & HEREDITY
genetics & heredity,oncogene,2010,535,478,137,501,1,1,1.677096561,-7.994935106,ONCOGENE,70,501,0.9540918163672655,0.27345309381237526,501,BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY; GENETICS & HEREDITY; ONCOLOGY
genetics & heredity,oncogene,2011,407,390,96,393,1,2,1.403642999,-6.994935106,ONCOGENE,70,393,0.9923664122137404,0.24427480916030533,393,BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY; GENETICS & HEREDITY; ONCOLOGY
genetics & heredity,oncogene,2012,430,409,153,419,1,3,1.458615023,-5.994935106,ONCOGENE,70,419,0.9761336515513126,0.36515513126491644,419,BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY; GENETICS & HEREDITY; ONCOLOGY
