JCR Abbreviation	year	has_bar	has_informative	has_bar_or_informative	journal	Publisher	Policy	Policy_date	All_Fields
J AUTOIMMUN	2019.0	62	75	85	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2020.0	36	55	65	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2021.0	28	54	59	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2022.0	19	50	56	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2023.0	31	60	68	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2024.0	38	90	97	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J AUTOIMMUN	2025.0	16	52	55	Journal of autoimmunity	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	0.0		IMMUNOLOGY
J BIOL RHYTHM	2010.0	23	11	28	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2011.0	30	11	37	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2012.0	30	12	36	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2013.0	18	6	22	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2014.0	25	5	28	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2015.0	17	9	19	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2016.0	19	10	24	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2017.0	16	19	29	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2018.0	19	19	32	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2019.0	20	16	31	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2020.0	16	19	28	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2021.0	10	13	20	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2022.0	8	19	23	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2023.0	8	14	19	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2024.0	7	14	18	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2025.0	10	19	26	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BIOL RHYTHM	2026.0	3	6	7	Journal of biological rhythms	SAGE PUBLICATIONS INC	0.0		BIOLOGY; PHYSIOLOGY
J BONE MINER RES	2010.0	156	27	167	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2011.0	175	33	188	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2012.0	123	36	137	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2013.0	130	40	151	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2014.0	142	40	156	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2015.0	127	51	146	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2016.0	107	44	125	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2017.0	115	56	129	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2018.0	89	55	114	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2019.0	85	58	115	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2020.0	37	120	138	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2021.0	20	117	124	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2022.0	18	112	123	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2023.0	16	73	78	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2024.0	14	72	82	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J BONE MINER RES	2025.0	24	73	79	Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research	OXFORD UNIV PRESS	1.0	2019	ENDOCRINOLOGY & METABOLISM
J CARD FAIL	2010.0	31	25	51	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2011.0	33	18	47	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2012.0	31	16	42	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2013.0	18	12	29	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2014.0	19	18	34	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2015.0	22	17	33	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2016.0	12	22	33	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2017.0	18	16	32	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2018.0	18	20	35	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2019.0	15	20	32	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2020.0	20	23	41	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2021.0	19	20	34	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2022.0	10	18	26	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2023.0	8	18	25	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2024.0	6	13	18	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARD FAIL	2025.0	5	12	17	Journal of cardiac failure	CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC COMPUT	2010.0	3	3	6	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2011.0	6	5	9	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2012.0	1	2	3	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2013.0	9	5	12	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2014.0	3	9	10	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2015.0	6	4	9	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2016.0	4	14	18	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2017.0	10	12	20	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2018.0	5	6	11	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2019.0	2	9	11	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2020.0	6	8	14	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2021.0	7	10	15	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2022.0	5	6	10	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2023.0	1	6	7	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2024.0	5	11	14	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC COMPUT	2025.0	1	21	22	Journal of cardiovascular computed tomography	ELSEVIER SCIENCE INC	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING
J CARDIOVASC DEV DIS	2014.0	2	0	2	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2015.0	6	2	7	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2016.0	3	1	3	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2017.0	6	1	6	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2018.0	3	2	5	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2019.0	6	3	8	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2020.0	10	11	16	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2021.0	21	24	39	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2022.0	51	78	114	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2023.0	40	88	119	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2024.0	20	56	71	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC DEV DIS	2025.0	24	61	78	Journal of cardiovascular development and disease	MDPI	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2010.0	36	14	47	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2011.0	48	22	62	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2012.0	43	15	55	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2013.0	32	20	50	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2014.0	34	22	48	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2015.0	36	22	54	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2016.0	36	18	49	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2017.0	16	16	29	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2018.0	20	35	49	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2019.0	33	41	67	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2020.0	43	52	85	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2021.0	35	49	75	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2022.0	19	43	58	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2023.0	27	42	66	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2024.0	20	41	55	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2025.0	21	61	74	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CARDIOVASC ELECTR	2026.0	1	3	4	Journal of cardiovascular electrophysiology	WILEY	0.0		CARDIAC & CARDIOVASCULAR SYSTEMS
J CEREBR BLOOD F MET	2010.0	101	32	118	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2011.0	122	32	140	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2012.0	90	30	105	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2013.0	127	46	149	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2014.0	126	55	149	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2015.0	131	61	156	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2016.0	74	42	96	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2017.0	156	108	220	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2018.0	69	62	101	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2019.0	86	87	133	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2020.0	65	107	135	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2021.0	55	152	172	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2022.0	24	90	94	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2023.0	26	97	109	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2024.0	21	100	106	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2025.0	31	152	158	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CEREBR BLOOD F MET	2026.0	1	9	9	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	SAGE PUBLICATIONS INC	1.0	2018	ENDOCRINOLOGY & METABOLISM; HEMATOLOGY; NEUROSCIENCES
J CLIN IMMUNOL	2010.0	39	37	61	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2011.0	64	48	85	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2012.0	66	59	95	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2013.0	55	65	87	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2014.0	18	33	41	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2015.0	11	12	19	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2016.0	8	13	18	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2017.0	2	17	18	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2018.0	10	8	14	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2019.0	12	14	21	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2020.0	12	29	32	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2021.0	17	50	56	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2022.0	27	60	66	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2023.0	30	68	80	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2024.0	21	53	60	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CLIN IMMUNOL	2025.0	10	30	35	Journal of clinical immunology	SPRINGER/PLENUM PUBLISHERS	0.0		IMMUNOLOGY
J CONTROL RELEASE	2010.0	254	52	265	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2011.0	221	45	233	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2012.0	321	68	334	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2013.0	262	66	268	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2014.0	252	77	265	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2015.0	355	116	366	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2016.0	334	141	352	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2017.0	317	127	332	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2018.0	309	152	327	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2019.0	268	151	291	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2020.0	325	198	352	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2021.0	266	173	295	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2022.0	338	245	382	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
J CONTROL RELEASE	2023.0	402	309	469	Journal of controlled release : official journal of the Controlled Release Society	ELSEVIER	0.0		CHEMISTRY, MULTIDISCIPLINARY; PHARMACOLOGY & PHARMACY
